Fid,Datesk,Item_Name,Departure_Date,From_Source,To_Destination,Logistics_Name,Temp,Oxygen,Carbon_Dioxide,ethylene,damage_due_to_vibration,Humidity,Label
208.80.154.224-10.42.0.211-443-52156-6,20210109,Grapes Krishna sharad,09-01-21,Gwalior,Kolhapur,Lynden Transport,15.9,15.81,0,,No,54,0
10.42.0.151-119.146.74.33-38821-443-6,20210109,Grapes Crimson,09-01-21,Maheshwar,Mahabaleshwar,Max Move,16.1,14.66,0,,Yes,54,1
10.42.0.211-23.46.217.99-52853-443-6,20210109,Komark fruit,09-01-21,Mandla,Malegaon,National Transportation Logistics,15.6,15.99,0,,No,65,0
10.42.0.211-66.198.178.88-52099-80-6,20210109,Kiwi fruit,09-01-21,Mandsaur,Kohima,New Motion Shipper,15,14.46,0,,Yes,63,1
10.42.0.151-31.13.80.52-38814-443-6,20210109,Litchi Local,09-01-21,Morena,Mon,Omni Logistics,15.8,25.25,0,,No,64,0
172.217.6.206-10.42.0.211-443-37435-6,20210109,Litchi Taiwan/chaina,09-01-21,Murwara,Phek,Pack ‘n’ Send,15.2,15.85,0,,Yes,68,1
10.42.0.211-10.42.0.1-1083-53-17,20210109,Straw Berry,09-01-21,Narsimhapur,Wokha,Parcel Logistics,15.7,16.36,0,,No,73,0
180.149.138.210-10.42.0.42-80-34806-6,20210109,Tender Coconut,09-01-21,Narsinghgarh,Zunheboto,Blue Grace Logistics,18.5,15.59,0,,Yes,69,1
10.42.0.151-10.42.0.1-33654-53-17,20210109,Tender Coconut(M),09-01-21,Narwar,Balangir,Brisk Shipping,11.1,15.09,0,,No,89,0
172.217.10.3-10.42.0.151-443-53825-6,20210109,Tamrind Chatisghar,09-01-21,Neemuch,Baleshwar,Check Logistics,13.2,15.33,0,,No,81,0
162.208.22.39-10.42.0.211-443-45090-6,20210109,Tamarind seedless,09-01-21,Nowgong,Baripada,Circle Logistics,16.1,16.46,0,5.16,Yes,64,1
172.217.3.106-10.42.0.151-443-55804-6,20210109,Thinda,09-01-21,Orchha,Bhubaneshwar,Clipper America Inc.,15.1,15.39,0,5.22,No,76,0
10.42.0.1-10.42.0.42-53-3048-17,20210109,Dates Arebian,09-01-21,Panna,Brahmapur,Max Move,15.2,22.22,0,5.17,Yes,76,1
182.22.120.245-10.42.0.211-443-48503-6,20210109,Pista,09-01-21,Raisen,Cuttack,National Transportation Logistics,13.3,16.05,0,5.19,No,77,0
10.42.0.151-10.42.0.1-51733-53-17,20210109,Tender Coconut(S),09-01-21,Rajgarh,Dhenkanal,New Motion Shipper,13.4,14.62,0,5.53,No,75,0
203.205.147.229-10.42.0.151-80-41016-6,20210109,Tender Coco packed,09-01-21,Ratlam,Kendujhar,Omni Logistics,14.9,12.34,0,6.3,No,71,0
162.208.22.34-10.42.0.151-443-33632-6,20210109,Fruit  Tailand,09-01-21,Rewa,Konark,Pack ‘n’ Send,18.1,,0,5.88,Yes,68,1
172.217.10.3-10.42.0.151-443-48786-6,20210109,G.oil Net rich 500 ml,09-01-21,Sagar,Koraput,Parcel Logistics,16.2,,0,5.93,Yes,78,1
172.217.10.227-10.42.0.211-443-40735-6,20210109,Ground nut oil 1 lt,09-01-21,Sarangpur,Paradip,Blue Grace Logistics,16.2,,0,6.33,No,75,0
10.42.0.151-10.42.0.1-11705-53-17,20210109,G.nut oil Premium1 lt,09-01-21,Ahmadnagar,Phulabani,Brisk Shipping,15,,0,6.4,Yes,95,1
172.217.12.206-10.42.0.151-443-52199-6,20210109,G.nut oil Rice Bron 1 lt,09-01-21,Akola,Puri,Check Logistics,15.6,,0,6.2,No,100,0
10.42.0.151-119.146.74.34-35396-80-6,20210110,Chocolates Drink box,10-01-21,Amravati,Sambalpur,Circle Logistics,15.7,,0,5.54,No,87,0
192.229.173.173-10.42.0.211-443-50787-6,20210110,Fanda,10-01-21,Aurangabad,Udayagiri,Clipper America Inc.,15.8,,0,5.4,No,81,0
10.42.0.151-104.97.95.172-51876-80-6,20210110,Jam 100 gm,10-01-21,Bhandara,Amritsar,DeGroot Logistics,16.3,,0,5.4,No,100,0
10.42.0.211-10.42.0.1-50103-53-17,20210110,Jam 200 gm,10-01-21,Bhusawal,Batala,Blue Grace Logistics,10.4,28.62,0,5.16,Yes,85,1
169.45.248.103-10.42.0.211-5222-40622-6,20210110,Jam 1/2 kg,10-01-21,Bid,Chandigarh,Brisk Shipping,9.6,11.51,0,5.17,No,71,0
10.42.0.211-64.71.142.124-51715-80-6,20210110,Jam 1 kg,10-01-21,Buldhana,Faridkot,Check Logistics,8.3,4.84,0,5.24,Yes,79,1
10.42.0.211-23.194.108.102-48579-443-6,20210110,Coconut oil 500 ml,10-01-21,Chandrapur,Firozpur,Circle Logistics,10,19.74,0,5.22,No,100,0
180.149.153.234-10.42.0.211-80-48961-6,20210110,Stevia powder,10-01-21,Daulatabad,Gurdaspur,Clipper America Inc.,10.8,22.7,0,5.33,Yes,99,1
10.42.0.211-52.26.15.212-56306-443-6,20210110,Pepper,10-01-21,Dhule,Hoshiarpur,DeGroot Logistics,12,20.98,0,4.8,No,96,0
172.217.6.225-10.42.0.42-443-55022-6,20210110,Sungold oil 5 lt packet,10-01-21,Jalgaon,Jalandhar,Edge Logistics,12.6,11.54,0,,Yes,81,1
10.42.0.42-103.235.46.211-32954-443-6,20210110,Sun safal Tin 15 lt,10-01-21,Kalyan,Kapurthala,Express Lane Transportation,8.6,11.92,0,,No,66,0
172.217.12.174-10.42.0.151-443-52448-17,20210110,Tamarind Paste 450 gm,10-01-21,Karli,Ludhiana,Flare Logistics Trucking Inc.,9.5,10.97,0,,No,72,0
10.42.0.211-104.192.110.245-59747-80-6,20210110,Safal deep 500 ml,10-01-21,Kolhapur,Nabha,Forward Air,9.9,12.77,0,,No,80,0
172.217.10.238-10.42.0.151-443-44311-6,20210110,Ground nut oil 5 lt,10-01-21,Mahabaleshwar,Patiala,Fresh Logistic,10.2,10.26,0,,No,98,0
172.217.10.130-10.42.0.151-443-59182-6,20210110,Sungold oil 5 lt,10-01-21,Malegaon,Rupnagar,Go Movers,9.3,10.9,0,,No,70,0
10.42.0.151-40.117.145.132-48207-443-6,20210110,Rice Bran 5 lt,10-01-21,Kohima,Sangrur,Horizon Moving & Logistics,6.4,5.17,0,,Yes,80,1
10.42.0.1-10.42.0.42-53-14668-17,20210110,Tamarind Paste 150 gm,10-01-21,Mon,Abu,Hub Group Trucking,8.2,5.62,0,,Yes,79,1
172.217.10.138-10.42.0.211-443-59304-6,20210110,Washington red apple,10-01-21,Phek,Ajmer,In Switch,10.3,22.07,0,,No,76,0
10.42.0.211-10.42.0.1-11568-53-17,20210110,Indian red globe,10-01-21,Wokha,Alwar,King Courier,7.9,19.14,0,,No,100,0
202.77.129.150-10.42.0.211-80-54864-6,20210110,Apple Chilli,10-01-21,Zunheboto,Amer,Fresh Logistic,7.6,9.51,0,,No,100,0
182.22.24.252-10.42.0.151-443-38586-6,20210110,Bread fruit,10-01-21,Balangir,Barmer,Go Movers,10,4.88,0,,Yes,83,1
203.205.158.61-10.42.0.151-80-44214-6,20210110,Peas seeds,10-01-21,Baleshwar,Beawar,Horizon Moving & Logistics,10.9,5.94,0,,Yes,82,1
10.42.0.1-10.42.0.42-53-36982-17,20210110,Anjura/Fig,10-01-21,Baripada,Bharatpur,Hub Group Trucking,10,6.45,0,,Yes,90,1
10.42.0.211-123.125.29.220-58310-80-6,20210110,Butter fruit,10-01-21,Bhubaneshwar,Bhilwara,In Switch,10.1,12.85,0,,Yes,79,1
10.42.0.211-10.42.0.1-6837-53-17,20210110,Bore fruit,10-01-21,Brahmapur,Bikaner,King Courier,9.7,9.16,0,1.08,Yes,91,1
172.217.12.142-10.42.0.151-443-48926-6,20210110,S.mellon Local (Luck),10-01-21,Cuttack,Bundi,Lynden Transport,11.5,17.47,0,0.96,No,77,0
10.42.0.211-10.42.0.1-42504-53-17,20210110,S.mellon namdhari (Red),10-01-21,Dhenkanal,Chittaurgarh,Max Move,14.8,14.56,0,2.05,Yes,70,1
10.42.0.42-95.213.11.181-58669-80-6,20210110,Mosambi polo,10-01-21,Kendujhar,Churu,National Transportation Logistics,13.2,19.71,0,1.86,No,100,0
172.217.6.195-10.42.0.42-443-38494-6,20210110,Rumenia Mango,10-01-21,Konark,Dhaulpur,New Motion Shipper,10.4,17.64,0,2.05,No,100,0
10.42.0.211-106.11.129.143-45319-80-6,20210110,Apple Chaina Delicious,10-01-21,Koraput,Dungarpur,Horizon Moving & Logistics,9,14.7,0,,No,100,0
192.229.173.173-10.42.0.211-80-55617-6,20210110,Chilles small cleaned (C.B.P),10-01-21,Paradip,Ganganagar,Hub Group Trucking,9.9,17.97,0,,Yes,100,1
10.42.0.211-10.42.0.1-45323-53-17,20210110,Washington gala apple,10-01-21,Phulabani,Hanumangarh,In Switch,12.5,16.13,0,,No,84,0
180.149.136.194-10.42.0.151-80-56038-6,20210110,Times Rose berry,10-01-21,Puri,Jaipur,King Courier,8.8,6.46,0,1.49,Yes,100,1
172.217.10.33-10.42.0.211-443-43290-6,20210110,Grapesh Tash ganesh,10-01-21,Sambalpur,Jaisalmer,Lynden Transport,11.7,5.39,0,2.16,No,93,0
10.42.0.211-106.39.169.66-51900-80-6,20210110,Chikkadikai cleaned,10-01-21,Udayagiri,Jalor,Max Move,11.4,17.35,0,1.99,Yes,94,1
203.205.147.229-10.42.0.42-80-53185-6,20210110,Orange ,10-01-21,Amritsar,Jhalawar,National Transportation Logistics,11.1,12.36,0,1.67,No,93,0
172.217.10.110-10.42.0.151-443-46573-6,20210110,Thiland Jelly,10-01-21,Batala,Jhunjhunu,New Motion Shipper,6.2,6.43,0,1.97,Yes,91,1
172.217.11.34-10.42.0.42-443-36625-6,20210110,Thiland ,10-01-21,Chandigarh,Jodhpur,Omni Logistics,6.7,9.21,0,2.34,Yes,96,1
10.42.0.151-54.192.38.7-43592-443-6,20210110,Pineapple ,10-01-21,Faridkot,Kishangarh,Pack ‘n’ Send,2.9,6.62,0,,No,100,0
10.42.0.211-10.42.0.1-29920-53-17,20210110,Kashini greens,10-01-21,Firozpur,Kota,Parcel Logistics,3.3,12.2,0,,Yes,90,1
10.42.0.211-10.42.0.1-36453-53-17,20210110,Mosambi,10-01-21,Gurdaspur,Merta,King Courier,3.2,5.68,0,,No,90,0
239.255.255.250-10.42.0.1-1900-58754-17,20210110,S.mellon namdhari,10-01-21,Hoshiarpur,Nagaur,Lynden Transport,4.6,6.84,0,2.32,No,90,0
10.42.0.211-10.42.0.1-1924-53-17,20210110,Watermellon kiran,10-01-21,Jalandhar,Nathdwara,Max Move,3.9,6.66,0,,Yes,95,1
172.217.10.106-10.42.0.151-443-50676-6,20210110,Watermellon,10-01-21,Kapurthala,Pali,National Transportation Logistics,3.6,,NA,,Yes,100,1
10.42.0.211-88.212.201.205-45137-443-6,20210110,Tamarind sweet 500gm,10-01-21,Ludhiana,Phalodi,New Motion Shipper,8.2,13.14,0,,No,90,0
216.58.217.100-10.42.0.211-443-57551-6,20210110,Rampal,10-01-21,Nabha,Pushkar,Omni Logistics,6.3,8.84,0,,Yes,81,1
10.42.0.42-31.13.80.5-45259-443-6,20210110,Rose apple,10-01-21,Patiala,Sawai Madhopur,Pack ‘n’ Send,5.5,6.22,0,,No,90,0
206.126.112.142-10.42.0.151-443-54566-6,20210110,Pomello/Chakotha,10-01-21,Rupnagar,Shahpura,Parcel Logistics,4.4,7.82,0,,Yes,100,1
10.42.0.151-112.90.74.178-48703-80-6,20210110,Peaches,10-01-21,Sangrur,Sikar,Blue Grace Logistics,7.1,6.46,0,1.8,No,94,0
222.73.28.96-10.42.0.211-80-60584-6,20210110,Plum Australia,10-01-21,Abu,Sirohi,Brisk Shipping,6.6,10.05,0,2.25,Yes,100,1
10.42.0.211-112.80.248.187-57641-80-6,20210110,Plum Ooty,10-01-21,Ajmer,Gangtok,Check Logistics,5.1,6.79,0,2.36,No,100,0
10.42.0.211-115.239.210.141-43627-80-6,20210110,Pineapple,10-01-21,Alwar,Gyalshing,Circle Logistics,6.6,12.17,0,,No,100,0
239.255.255.250-10.42.0.1-1900-42357-17,20210110,Papaya sola,10-01-21,Amer,Lachung,Clipper America Inc.,5.6,6.09,0,1.42,No,100,0
8.41.222.241-10.42.0.151-443-37205-6,20210110,Papaya Red lady,10-01-21,Barmer,Mangan,Max Move,7,6.6,0,2.22,No,100,0
10.42.0.42-123.125.125.56-36800-443-6,20210110,Papaya Taiwan,10-01-21,Beawar,Arcot,National Transportation Logistics,6.5,7.06,0,2.1,No,100,0
10.42.0.211-10.42.0.1-8470-53-17,20210110,Papaya nati,10-01-21,Bharatpur,Chengalpattu,New Motion Shipper,7.6,7,0,2.56,Yes,100,1
10.42.0.211-66.231.239.124-56935-443-6,20210110,Pomegranate Ganesh,10-01-21,Bhilwara,Chennai,Omni Logistics,5.1,7.66,0,3.16,Yes,100,1
10.42.0.211-52.94.232.195-41956-443-6,20210110,Pomegranate A.raktha,10-01-21,Bikaner,Chidambaram,Pack ‘n’ Send,4.4,8.39,0,,No,100,0
10.42.0.211-66.231.239.122-60695-80-6,20210110,Pomegranate Bhagav,10-01-21,Bundi,Coimbatore,Parcel Logistics,3.4,8.72,0,,No,100,0
10.42.0.1-10.42.0.42-53-1978-17,20210110,Pomegranate,10-01-21,Chittaurgarh,Cuddalore,Blue Grace Logistics,2.9,8.18,0,,No,100,0
10.42.0.1-10.42.0.42-53-39461-17,20210110,Ginger ooty,10-01-21,Churu,Dharmapuri,Brisk Shipping,3.6,4.59,0,,Yes,100,1
10.42.0.42-23.194.181.192-41150-443-6,20210110,Dhantu greens,10-01-21,Dhaulpur,Dindigul,Check Logistics,2.7,,NA,,Yes,100,1
10.42.0.151-10.42.0.1-37710-53-17,20210110,Curry leave,10-01-21,Dungarpur,Erode,Circle Logistics,3.9,,NA,,Yes,100,1
10.42.0.211-123.125.115.164-54411-443-6,20210110,Corriander Leave,10-01-21,Ganganagar,Kanchipuram,Clipper America Inc.,6.4,8.31,0,4.2,Yes,88,1
157.240.18.10-10.42.0.151-443-34267-6,20210110,Kakadi,10-01-21,Hanumangarh,Kanniyakumari,DeGroot Logistics,21,21.2,0,2.17,Yes,67,1
10.42.0.151-52.216.1.211-59561-443-6,20210110,Pickles mixed veg,10-01-21,Jaipur,Kodaikanal,Blue Grace Logistics,20.7,6.55,0,1.79,No,59,0
10.42.0.211-10.42.0.1-37651-53-17,20210110,mango Pickles,10-01-21,Jaisalmer,Kumbakonam,Hub Group Trucking,17.9,6.55,0,,Yes,57,1
10.42.0.211-106.39.169.66-46235-80-6,20210110,Lime Pickles,10-01-21,Jalor,Madurai,In Switch,22,,NA,,No,62,0
10.42.0.211-10.42.0.1-29212-53-17,20210110,Pickles,10-01-21,Jhalawar,Mamallapuram,King Courier,22.7,,NA,,No,67,0
10.42.0.151-123.125.115.190-60291-80-6,20210110,Rice Bran 15 lt Tin,10-01-21,Jhunjhunu,Nagappattinam,Lynden Transport,24.2,,NA,,No,56,0
172.217.20.99-10.42.0.151-443-53908-6,20210110,G. nut sungold 1 lt,10-01-21,Jodhpur,Nagercoil,Max Move,23.3,,NA,,Yes,69,1
10.42.0.211-77.234.44.79-35097-443-6,20210110,G. nut Golden oil 1 lt,10-01-21,Kishangarh,Palayamkottai,National Transportation Logistics,20.5,,NA,,No,75,0
10.42.0.211-77.234.44.43-49625-80-6,20210110,G. nut oil safal deep1 lt,10-01-21,Kota,Pudukkottai,New Motion Shipper,17.6,,NA,,Yes,65,1
162.208.22.39-10.42.0.42-443-43536-6,20210110,G. nut oil Rice 1 lt,10-01-21,Merta,Hyderabad,Horizon Moving & Logistics,18,7.36,0,4.32,No,63,0
10.42.0.151-10.42.0.1-33518-53-17,20210110,Apple ,10-01-21,Nagaur,Karimnagar,Hub Group Trucking,21.6,,NA,,Yes,61,1
182.22.24.124-10.42.0.211-443-41787-6,20210110,Litchi ,10-01-21,Nathdwara,Khammam,In Switch,21.2,15.33,0.53,5.74,No,78,0
151.101.1.140-10.42.0.151-443-40592-6,20210110,Parsley,10-01-21,Pali,Mahbubnagar,King Courier,21.5,13.05,0.81,7.12,Yes,83,1
172.217.7.3-10.42.0.42-443-54829-6,20210110,Leeks,10-01-21,Phalodi,Nizamabad,Lynden Transport,23.9,8.1,0.66,11.64,Yes,70,1
10.42.0.151-104.244.43.195-52420-443-6,20210110,Selari,10-01-21,Pushkar,Sangareddi,Max Move,29.1,7.06,0.66,12.06,No,43,0
192.229.163.180-10.42.0.211-443-50432-6,20210110,South Africa Gala apple,10-01-21,Sawai Madhopur,Warangal,National Transportation Logistics,21.4,8.2,0.67,7.11,Yes,50,1
10.42.0.211-101.37.105.10-48779-6880-6,20210110,Indian kinora apple,10-01-21,Shahpura,Agra,New Motion Shipper,17.6,8.14,0.78,1.63,No,53,0
10.42.0.211-23.206.166.62-51905-80-6,20210110,Chikkadikai Round,10-01-21,Sikar,Aligarh,Omni Logistics,19.9,15.03,0.78,1.3,No,58,0
10.42.0.211-10.42.0.1-15984-53-17,20210110,Mineral water 1 lt,10-01-21,Sirohi,Amroha,Pack ‘n’ Send,19.9,12.63,0.8,1.43,Yes,63,1
10.42.0.211-68.67.178.252-56998-443-6,20210110,Net rich 5 lt oil,10-01-21,Gangtok,Ayodhya,Parcel Logistics,23.4,8.45,0.77,1.25,Yes,61,1
10.42.0.211-64.71.142.124-49505-80-6,20210110,Byladha Hannu,10-01-21,Gyalshing,Azamgarh,King Courier,27,6.39,0.68,1.01,No,58,0
180.149.136.247-10.42.0.42-80-42403-6,20210110,Maize,10-01-21,Lachung,Bahraich,Lynden Transport,25.8,6.93,0.61,1.45,Yes,69,1
10.42.0.211-123.125.115.164-44321-443-6,20210110,Y.Bananan T.N.,10-01-21,Mangan,Ballia,Max Move,28.2,7.43,0.7,4.34,No,63,0
172.217.10.65-10.42.0.211-443-39293-6,20210110,Chain Berry,10-01-21,Arcot,Banda,National Transportation Logistics,29.3,7.32,0.66,3.8,Yes,61,1
10.42.0.211-121.12.98.63-49722-80-6,20210110,Onion flowers,10-01-21,Chengalpattu,Bara Banki,New Motion Shipper,20.9,11.8,0.61,1.22,No,61,0
10.42.0.1-10.42.0.42-53-16613-17,20210110,Letteus Greens,10-01-21,Chennai,Bareilly,Omni Logistics,22,10.72,0.65,1.41,Yes,65,1
10.42.0.42-123.125.29.220-48918-80-6,20210110,Basale Greens,10-01-21,Chidambaram,Basti,Pack ‘n’ Send,20,10.34,0.67,2.22,No,93,0
10.42.0.211-23.23.129.231-47746-443-6,20210110,BaleDindu (Banana stem),10-01-21,Coimbatore,Bijnor,Parcel Logistics,21.6,8.18,0.69,2.52,No,83,0
10.42.0.151-101.251.204.125-42877-80-6,20210110,Batani kalu,10-01-21,Cuddalore,Bithur,Blue Grace Logistics,23.6,10.49,0.7,1.9,No,75,0
172.217.10.42-10.42.0.151-443-44134-6,20210110,Sweet corn seeds spok,10-01-21,Dharmapuri,Budaun,Brisk Shipping,24.3,8.66,0.68,1.47,No,68,0
10.42.0.211-23.23.227.163-33656-443-6,20210110,Sweet corn cleaned,10-01-21,Dindigul,Bulandshahr,Check Logistics,24,7.79,0.71,1.03,No,75,0
10.42.0.151-10.42.0.1-52605-53-17,20210110,Sweet corn,10-01-21,Erode,Deoria,Circle Logistics,24.9,9.76,0.86,1.19,Yes,70,1
10.42.0.151-10.42.0.1-33996-53-17,20210110,Orange Australia,10-01-21,Kanchipuram,Etah,Clipper America Inc.,24.2,8.4,0.72,2.66,Yes,78,1
239.255.255.250-10.42.0.151-1900-49324-17,20210110,Orange Ooty,10-01-21,Kanniyakumari,Etawah,Max Move,24.1,5.76,0.59,2.12,No,67,0
10.42.0.211-98.138.49.11-54124-443-6,20210110,Orange Nagpura,10-01-21,Kodaikanal,Faizabad,National Transportation Logistics,24.2,7.36,0.7,2.55,No,72,0
10.42.0.211-119.146.74.34-52888-80-6,20210110,Orange,10-01-21,Kumbakonam,Farrukhabad-cum-Fatehgarh,New Motion Shipper,25.2,9.65,0.74,1.46,No,75,0
172.217.10.40-10.42.0.151-443-37313-6,20210110,Mango sakkaregutti,10-01-21,Madurai,Fatehpur,Omni Logistics,26.6,7.46,0.69,1.4,Yes,65,1
10.42.0.1-10.42.0.42-53-10956-17,20210110,Mango Alphans box,10-01-21,Mamallapuram,Jalaun,Pack ‘n’ Send,26,9.71,0.75,1.74,Yes,59,1
10.42.0.42-37.1.203.158-33492-443-6,20210110,Mango rathnagiri(red),10-01-21,Nagappattinam,Jaunpur,Parcel Logistics,25.3,10.56,0.82,1.6,Yes,51,1
172.217.11.14-10.42.0.151-443-40270-6,20210110,Mango Amarpalli,10-01-21,Nagercoil,Jhansi,Blue Grace Logistics,21.1,9.02,0.85,1.41,Yes,79,1
192.229.173.173-10.42.0.42-443-40988-6,20210110,Mango Kesar,10-01-21,Palayamkottai,Kannauj,Brisk Shipping,17.7,10.01,0.81,1.58,Yes,92,1
10.42.0.211-66.198.24.224-59003-80-6,20210110,Mango Langada,10-01-21,Pudukkottai,Kanpur,Check Logistics,16.7,5.57,0.81,1.71,No,79,0
172.217.11.3-10.42.0.151-443-34815-6,20210110,Mango Dasheri,10-01-21,Hyderabad,Lakhimpur,Circle Logistics,17,1.31,0.75,1.32,Yes,78,1
174.129.32.117-10.42.0.211-443-43450-6,20210110,Mango Neelam,10-01-21,Karimnagar,Lalitpur,Clipper America Inc.,16,6.47,0.7,1.95,No,89,0
172.217.10.110-10.42.0.151-443-37691-6,20210110,Mango kalapadu,10-01-21,Khammam,Lucknow,DeGroot Logistics,15,9.97,0.95,1.63,No,94,0
10.42.0.211-10.42.0.1-60065-53-17,20210110,Mango thotapuri,10-01-21,Mahbubnagar,Mainpuri,Blue Grace Logistics,17.8,4.83,0.83,1.32,No,91,0
205.204.101.196-10.42.0.151-443-43000-6,20210110,Mango mallika,10-01-21,Nizamabad,Mathura,National Transportation Logistics,21.3,5.8,0.74,8.19,Yes,78,1
10.42.0.151-108.168.176.204-49360-5222-6,20210110,Mango malagova,10-01-21,Sangareddi,Meerut,New Motion Shipper,18.1,6.43,0.8,4.08,No,91,0
10.42.0.211-123.125.29.220-52069-80-6,20210110,Mango Bygan palli,10-01-21,Warangal,Mirzapur-Vindhyachal,King Courier,19.3,8.74,0.77,1.98,Yes,89,1
10.42.0.211-66.198.24.224-60677-80-6,20210110,Mango Sendura,10-01-21,Agra,Moradabad,Fresh Logistic,21.9,12.89,0.85,2.09,No,78,0
10.42.0.211-14.29.93.243-59361-80-6,20210110,Cluster Bean Local,10-01-21,Aligarh,Muzaffarnagar,Go Movers,21.8,5.95,0.93,2.06,Yes,76,1
183.79.250.251-10.42.0.151-443-57798-6,20210110,Mangalore cucumber,10-01-21,Amroha,Partapgarh,Horizon Moving & Logistics,21.5,24.39,0.79,1.84,No,92,0
10.42.0.151-104.254.66.16-43878-80-6,20210110,Cucumber Ooty,10-01-21,Ayodhya,Almora,Hub Group Trucking,19.9,14.87,0.82,1.58,Yes,80,1
10.42.0.211-123.125.115.164-57175-443-6,20210110,Cucumber Israle,10-01-21,Azamgarh,Dehra Dun,In Switch,22.7,17.82,0.81,1.38,Yes,73,1
157.240.3.19-10.42.0.211-443-35046-6,20210110,Cucumber Nati,10-01-21,Bahraich,Haridwar,King Courier,20,14.15,0.9,1.41,No,91,0
209.15.224.11-10.42.0.211-443-39235-6,20210110,Cucumber,10-01-21,Ballia,Mussoorie,Lynden Transport,21.1,13.58,0.65,1.07,Yes,84,1
203.205.158.61-10.42.0.211-80-36232-6,20210110,Chow-Chow,10-01-21,Banda,Nainital,Max Move,19.6,18.05,0.72,1.25,No,75,0
180.149.136.194-10.42.0.42-80-49293-6,20210110,Bottle Gourd,10-01-21,Bara Banki,Pithoragarh,National Transportation Logistics,18.7,20.79,0.97,1.41,No,78,0
172.217.10.110-10.42.0.211-443-59567-6,20210110,Jambo fruit(Nerale),10-01-21,Bareilly,Alipore,New Motion Shipper,17.7,23.75,0.98,1.77,Yes,81,1
10.42.0.42-125.39.133.40-32989-80-6,20210110,Dry fruit mixed,10-01-21,Basti,Alipur Duar,King Courier,21.6,23.17,0.88,1.5,Yes,78,1
201.119.232.111-10.42.0.42-5863-46360-17,20210110,Badami,10-01-21,Bijnor,Asansol,Lynden Transport,20.4,30.83,0.86,1.41,No,85,0
174.35.73.111-10.42.0.211-80-36441-6,20210110,Dry apricot,10-01-21,Bithur,Baharampur,Max Move,19.7,26.97,0.99,1.42,Yes,91,1
10.42.0.1-10.42.0.42-53-59651-17,20210110,Dates seedless,10-01-21,Budaun,Bally,National Transportation Logistics,21,17.59,1.07,1.54,No,88,0
10.42.0.211-10.42.0.1-59401-53-17,20210110,Dry dates,10-01-21,Bulandshahr,Balurghat,New Motion Shipper,18.6,19.13,0.32,1.55,Yes,44,1
172.217.3.110-10.42.0.211-443-55608-6,20210110,Dates,10-01-21,Deoria,Bankura,Omni Logistics,14.8,25.31,0.13,1.5,No,76,0
172.217.3.110-10.42.0.42-443-60015-6,20210110,Cashew nut,10-01-21,Etah,Baranagar,Pack ‘n’ Send,18.8,27.74,0.11,1.45,Yes,80,1
183.79.249.252-10.42.0.42-443-39807-6,20210110,Cherry kashmir,10-01-21,Etawah,Barasat,Parcel Logistics,20.4,27.86,0.4,1.49,No,80,0
10.42.0.151-10.42.0.1-23898-53-17,20210110,Cherry fruit,10-01-21,Faizabad,Barrackpore,Blue Grace Logistics,17,26.16,0.23,2.08,No,98,0
172.217.10.110-10.42.0.211-443-49126-6,20210110,Ber fruit/Bore fruit,10-01-21,Farrukhabad-cum-Fatehgarh,Basirhat,Brisk Shipping,19.6,28.63,0.34,1.93,No,96,0
10.42.0.151-10.42.0.1-12756-53-17,20210110,Berry Delhi,10-01-21,Fatehpur,Bhatpara,Check Logistics,19.6,27.13,0.29,1.76,No,73,0
220.243.219.55-10.42.0.211-80-60996-6,20210110,Berry Soft,10-01-21,Jalaun,Bishnupur,Circle Logistics,17.9,18.03,0.16,1.99,No,99,0
172.217.11.14-10.42.0.151-443-54062-6,20210110,Berry fruit Ooty,10-01-21,Jaunpur,Budge Budge,Clipper America Inc.,19.6,20.02,0.25,2.07,Yes,91,1
174.35.73.135-10.42.0.211-80-45580-6,20210110,Peas Delhi,10-01-21,Jhansi,Burdwan,Max Move,18.8,23.88,0,1.73,Yes,96,1
10.42.0.151-123.125.115.190-45605-80-6,20210110,Peas local,10-01-21,Kannauj,Chandernagore,National Transportation Logistics,19,43.3,0,2.33,No,99,0
10.42.0.211-31.13.71.3-52197-443-6,20210110,Onion samber,10-01-21,Kanpur,Darjeeling,New Motion Shipper,17.5,27.75,0,1.76,No,50,0
10.42.0.211-66.198.24.250-58789-80-6,20210110,Mango Raspuri,10-01-21,Lakhimpur,Diamond Harbour,Omni Logistics,16.7,28.63,0,1.63,No,63,0
172.217.10.131-10.42.0.211-443-42980-6,20210110,Onion small(Economy),10-01-21,Lalitpur,Ahmadabad,Pack ‘n’ Send,19.2,24.69,0,2.39,Yes,71,1
10.42.0.211-23.21.95.195-59610-443-6,20210110,Mango Alphans,10-01-21,Lucknow,Amreli,Parcel Logistics,17.1,20.78,0,1.61,Yes,92,1
10.42.0.151-10.42.0.1-46522-53-17,20210110,Mango Badami,10-01-21,Mainpuri,Bharuch,Max Move,18.5,24.38,0,4.47,Yes,90,1
172.217.10.68-10.42.0.211-443-36110-6,20210110,Mango,10-01-21,Mathura,Bhavnagar,National Transportation Logistics,17.3,16.35,0,10.28,Yes,99,1
172.217.10.8-10.42.0.211-443-56933-6,20210110,Papaya red indian,10-01-21,Meerut,Bhuj,New Motion Shipper,17.1,25.89,0,2.87,Yes,98,1
